"","type","variable","obs","pred"
"6531...20172","calibration","P retention",13,28.1313427303608
"4775...20173","calibration","P retention",70,69.1955706500324
"6524...20174","calibration","P retention",32,32.2952463052017
"7827...20175","calibration","P retention",21,16.4334500450592
"8276...20176","calibration","P retention",58,65.8677525653692
"5632...20177","calibration","P retention",65,62.0523368710518
"6207...20178","calibration","P retention",12,14.9617932281699
"3559...20179","calibration","P retention",32,40.5473712144845
"5996...20180","calibration","P retention",20,31.3277607768212
"6215...20181","calibration","P retention",28,39.6848851246859
"7410...20182","calibration","P retention",44,51.5306327386255
"5982...20183","calibration","P retention",28,27.0829257143786
"8448...20184","calibration","P retention",13,13.0898703388209
"6257...20185","calibration","P retention",9,8.6372863306896
"4796...20186","calibration","P retention",95,110.17606574288
"7524...20187","calibration","P retention",11,12.1186154095098
"6731...20188","calibration","P retention",27,23.551286792028
"5918...20189","calibration","P retention",94,86.3678715147604
"7568...20190","calibration","P retention",16,20.8143757420596
"5705...20191","calibration","P retention",37,37.4738874364628
"5707...20192","calibration","P retention",59,73.3719151841
"3838...20193","calibration","P retention",44,21.3342176354235
"8147...20194","calibration","P retention",78,76.5133046570461
"6476...20195","calibration","P retention",45,51.0676174164755
"6269...20196","calibration","P retention",10,13.2489059474661
"3595...20197","calibration","P retention",82,76.1175138349762
"6495...20198","calibration","P retention",72,45.6324555883495
"6612...20199","calibration","P retention",94,95.1826091247814
"6817...20200","calibration","P retention",41,44.596414460106
"6268...20201","calibration","P retention",10,11.7045470992956
"8107...20202","calibration","P retention",50,33.4727638530165
"3606...20203","calibration","P retention",90,85.6335264007269
"7076...20204","calibration","P retention",13,13.3869807075927
"6636...20205","calibration","P retention",25,23.9703858657406
"3607...20206","calibration","P retention",88,74.2951045108844
"5746...20207","calibration","P retention",41,41.8567152924467
"4851...20208","calibration","P retention",35,38.4879797006669
"7408...20209","calibration","P retention",51,57.9317609265347
"7598...20210","calibration","P retention",13,13.5898701181783
"4348...20211","calibration","P retention",93,83.9512695259881
"6236...20212","calibration","P retention",3,-3.84763035788833
"6512...20213","calibration","P retention",25,39.0579710277558
"7153...20214","calibration","P retention",38,36.9572529104165
"4339...20215","calibration","P retention",71,58.6544484876823
"6962...20216","calibration","P retention",58,51.8871665166332
"6611...20217","calibration","P retention",94,88.7520119314103
"4112...20218","calibration","P retention",15,13.3206497398942
"8048...20219","calibration","P retention",21,24.5461845991871
"6252...20220","calibration","P retention",3,-2.73439451391011
"3567...20221","calibration","P retention",87,72.0581585699904
"6733...20222","calibration","P retention",11,14.4298585556872
"6361...20223","calibration","P retention",16,24.8102471052206
"5913...20224","calibration","P retention",47,49.8733974735526
"6004...20225","calibration","P retention",77,75.8603147192712
"5607...20226","calibration","P retention",57,53.543356342098
"8525...20227","calibration","P retention",15,15.2459349928354
"5581...20228","calibration","P retention",43,43.0874921528848
"3669...20229","calibration","P retention",9,13.6086257940493
"5372...20230","calibration","P retention",70,72.2923305515869
"6813...20231","calibration","P retention",47,53.5532595024867
"6768...20232","calibration","P retention",46,38.1327249556422
"4456...20233","calibration","P retention",88,83.27537647532
"8440...20234","calibration","P retention",13,26.6084186864883
"7163...20235","calibration","P retention",40,39.7629903903911
"3891...20236","calibration","P retention",36,40.9608588052912
"6628...20237","calibration","P retention",22,28.2059747443749
"4099...20238","calibration","P retention",68,59.7474506470028
"6966...20239","calibration","P retention",65,65.8316679243206
"4363...20240","calibration","P retention",64,53.0648144356939
"6789...20241","calibration","P retention",33,38.5379407511522
"5442...20242","calibration","P retention",20,15.8831284032098
"6530...20243","calibration","P retention",8,14.6203079269238
"6767...20244","calibration","P retention",23,20.1472061076744
"4929...20245","calibration","P retention",51,45.9384752904868
"4829...20246","calibration","P retention",47,49.9200741396631
"3566...20247","calibration","P retention",62,59.9692405413558
"8309...20248","calibration","P retention",44,47.8415991113106
"5704...20249","calibration","P retention",45,43.5233122735011
"6884...20250","calibration","P retention",43,47.6978746367076
"4838...20251","calibration","P retention",31,36.0056886943346
"7831...20252","calibration","P retention",37,43.3578361058878
"3555...20253","calibration","P retention",32,34.8601856589982
"6762...20254","calibration","P retention",25,18.4865420392473
"4338...20255","calibration","P retention",82,72.7564501142932
"3526...20256","calibration","P retention",53,53.7177574285303
"6734...20257","calibration","P retention",7,11.1943147737545
"7150...20258","calibration","P retention",49,46.305290329191
"5093...20259","calibration","P retention",36,39.2188100218108
"5961...20260","calibration","P retention",33,43.1762431513252
"3535...20261","calibration","P retention",81,73.6800666565902
"7402...20262","calibration","P retention",40,48.5835460491249
"6584...20263","calibration","P retention",18,22.1675859736296
"6188...20264","calibration","P retention",9,16.8432936676808
"6643...20265","calibration","P retention",30,30.8220756191047
"4187...20266","calibration","P retention",36,33.3480977099675
"4455...20267","calibration","P retention",64,63.7791330683626
"6815...20268","calibration","P retention",39,36.3435819332104
"8055...20269","calibration","P retention",93,89.1716215030916
"4184...20270","calibration","P retention",66,59.2608155978926
"4652...20271","calibration","P retention",89,86.3467386353553
"4588...20272","calibration","P retention",54,43.2768122167982
"5914...20273","calibration","P retention",48,48.9243768514249
"6227...20274","calibration","P retention",20,24.8799167251409
"6732...20275","calibration","P retention",19,32.5501508138224
"7078...20276","calibration","P retention",8,12.6212405960031
"8044...20277","calibration","P retention",26,18.4233332469679
"5998...20278","calibration","P retention",25,29.4448408531525
"5892...20279","calibration","P retention",12,14.9839608280759
"4334...20280","calibration","P retention",86,74.7249425921743
"3675...20281","calibration","P retention",47,51.7740273250292
"7370...20282","calibration","P retention",4,3.59246991060269
"5875...20283","calibration","P retention",37,25.3130509559582
"4677...20284","calibration","P retention",65,63.49476006127
"5992...20285","calibration","P retention",34,31.0945607313091
"6598...20286","calibration","P retention",44,42.9925431381293
"4547...20287","calibration","P retention",99,103.980572502828
"5441...20288","calibration","P retention",22,23.8136085092292
"6235...20289","calibration","P retention",2,-4.98653108372014
"4325...20290","calibration","P retention",76,81.1930294904067
"5748...20291","calibration","P retention",25,28.9527291022455
"5582...20292","calibration","P retention",41,40.4096579722892
"3608...20293","calibration","P retention",81,64.95834196665
"7152...20294","calibration","P retention",45,40.0549122395622
"3510...20295","calibration","P retention",11,5.47863594228605
"6607...20296","calibration","P retention",99,102.936840806478
"4804...20297","calibration","P retention",71,75.922130700989
"3924...20298","calibration","P retention",34,34.5620662107075
"5234...20299","calibration","P retention",100,100.08652236827
"5087...20300","calibration","P retention",33,26.6672768058521
"7644...20301","calibration","P retention",63,67.6895298594202
"5138...20302","calibration","P retention",47,48.1004038566393
"6151...20303","calibration","P retention",67,61.5133028419896
"4244...20304","calibration","P retention",79,73.6700366053034
"6583...20305","calibration","P retention",18,23.8392642804525
"8088...20306","calibration","P retention",91,83.5795953820807
"4242...20307","calibration","P retention",56,48.5514034265507
"4101...20308","calibration","P retention",49,47.3423064188521
"5674...20309","calibration","P retention",35,39.3965215557603
"5577...20310","calibration","P retention",8,12.5691686454366
"8042...20311","calibration","P retention",72,55.4491368988942
"3957...20312","calibration","P retention",69,61.3435087049789
"5695...20313","calibration","P retention",71,63.9629252252388
"7377...20314","calibration","P retention",3,4.963365783753
"6783...20315","calibration","P retention",66,65.1671292066761
"3564...20316","calibration","P retention",44,45.3697630170507
"3649...20317","calibration","P retention",97,101.968978853691
"3900...20318","calibration","P retention",38,30.833358972676
"8008...20319","calibration","P retention",98,98.3564964015844
"6511...20320","calibration","P retention",10,17.6448529839346
"4341...20321","calibration","P retention",65,59.1959327242863
"5916...20322","calibration","P retention",61,66.9374601649692
"8040...20323","calibration","P retention",79,68.3016456602505
"6645...20324","calibration","P retention",20,28.8022568594494
"3735...20325","calibration","P retention",17,23.1819423455974
"5878...20326","calibration","P retention",26,42.9281332290697
"3761...20327","calibration","P retention",16,21.1095582984175
"8077...20328","calibration","P retention",100,97.284599581264
"6880...20329","calibration","P retention",47,53.0298158929022
"6357...20330","calibration","P retention",18,20.412097748137
"3621...20331","calibration","P retention",32,35.9579487696432
"4866...20332","calibration","P retention",22,32.433500114699
"6722...20333","calibration","P retention",5,7.15321349833475
"5727...20334","calibration","P retention",68,64.1948230950492
"4745...20335","calibration","P retention",71,69.4590395942645
"3857...20336","calibration","P retention",27,30.0807985048289
"8092...20337","calibration","P retention",98,87.2051691087024
"5865...20338","calibration","P retention",21,18.631885585098
"6465...20339","calibration","P retention",84,79.4347919735393
"3578...20340","calibration","P retention",81,71.043550367936
"3929...20341","calibration","P retention",85,78.378830127673
"4867...20342","calibration","P retention",31,32.8436006096032
"6719...20343","calibration","P retention",33,33.0680749945447
"6291...20344","calibration","P retention",99,107.69067519294
"5769...20345","calibration","P retention",22,31.9303482547705
"3632...20346","calibration","P retention",59,57.8912080592599
"3685...20347","calibration","P retention",35,40.1223247270766
"8450...20348","calibration","P retention",12,10.367885355819
"5373...20349","calibration","P retention",90,87.3950848240905
"8268...20350","calibration","P retention",76,69.9993682383733
"4917...20351","calibration","P retention",32,50.1342832438382
"4848...20352","calibration","P retention",51,40.4453129205648
"3611...20353","calibration","P retention",55,51.9897424894602
"4342...20354","calibration","P retention",55,60.8162689747645
"7086...20355","calibration","P retention",72,58.0222034833597
"4803...20356","calibration","P retention",75,71.8071156378977
"5606...20357","calibration","P retention",29,23.2809810641768
"4847...20358","calibration","P retention",53,40.2793740696002
"6721...20359","calibration","P retention",7,7.40998742795944
"8132...20360","calibration","P retention",76,64.913787788777
"5556...20361","calibration","P retention",42,52.7472379643561
"7335...20362","calibration","P retention",16,27.091933357636
"6714...20363","calibration","P retention",4,5.41475872464595
"6593...20364","calibration","P retention",41,40.9529845509456
"6187...20365","calibration","P retention",9,17.318344083234
"6865...20366","calibration","P retention",59,51.7919861819778
"5725...20367","calibration","P retention",76,75.8423140572465
"6128...20368","calibration","P retention",80,32.856524894717
"5752...20369","calibration","P retention",27,31.6422523346939
"8264...20370","calibration","P retention",47,44.1576428267993
"6225...20371","calibration","P retention",30,40.7885670567093
"8507...20372","calibration","P retention",10,8.92969771468882
"4340...20373","calibration","P retention",54,47.3165437194885
"4738...20374","calibration","P retention",45,43.2678081847825
"4603...20375","calibration","P retention",23,29.2191112624072
"5558...20376","calibration","P retention",43,39.2520312365324
"3709...20377","calibration","P retention",36,38.143478252497
"6627...20378","calibration","P retention",16,45.6051227583339
"3845...20379","calibration","P retention",22,20.6083846659616
"8097...20380","calibration","P retention",71,62.7101198712013
"5864...20381","calibration","P retention",20,16.2395134565384
"5376...20382","calibration","P retention",95,93.3377017830105
"3839...20383","calibration","P retention",18,11.0062227010995
"6760...20384","calibration","P retention",42,47.6255692728693
"3665...20385","calibration","P retention",97,100.895493149643
"5911...20386","calibration","P retention",40,27.3340767922443
"4177...20387","calibration","P retention",77,57.8619769787505
"5917...20388","calibration","P retention",91,86.5786020564852
"4457...20389","calibration","P retention",93,91.482249057045
"4459...20390","calibration","P retention",91,84.0173234481814
"6581...20391","calibration","P retention",22,21.0153836924402
"7074...20392","calibration","P retention",28,33.1008585493402
"6814...20393","calibration","P retention",48,45.4850885210109
"4243...20394","calibration","P retention",87,82.9589717502664
"8057...20395","calibration","P retention",88,94.6310170100295
"7591...20396","calibration","P retention",17,18.7296730051299
"4257...20397","calibration","P retention",96,91.1604086647117
"6061...20398","calibration","P retention",68,61.2631559485154
"6579...20399","calibration","P retention",25,26.8600424379639
"6213...20400","calibration","P retention",42,32.1523363443664
"8024...20401","calibration","P retention",25,25.2512395657747
"5168...20402","calibration","P retention",43,43.0265058661285
"7333...20403","calibration","P retention",22,23.6484636754291
"4628...20404","calibration","P retention",63,64.1050700695096
"7055...20405","calibration","P retention",4,3.78820126081732
"8452...20406","calibration","P retention",6,8.03358316073531
"5773...20407","calibration","P retention",19,29.7294888818677
"7378...20408","calibration","P retention",3,4.72370693462047
"6471...20409","calibration","P retention",82,71.3830557215031
"6120...20410","calibration","P retention",88,83.331227876417
"5174...20411","calibration","P retention",31,38.7044469320332
"6186...20412","calibration","P retention",8,17.6645187690473
"6587...20413","calibration","P retention",36,38.3317431004764
"6125...20414","calibration","P retention",73,64.599709170619
"4742...20415","calibration","P retention",71,69.6855015797595
"8158...20416","calibration","P retention",7,11.6997120579847
"4631...20417","calibration","P retention",99,100.715571670163
"5901...20418","calibration","P retention",54,60.2622555971739
"6715...20419","calibration","P retention",3,6.64112710563619
"8149...20420","calibration","P retention",82,77.2541615792613
"5675...20421","calibration","P retention",33,32.5661763344285
"3854...20422","calibration","P retention",31,34.911362230503
"6728...20423","calibration","P retention",6,5.29241685439637
"5583...20424","calibration","P retention",39,35.9184312648088
"6759...20425","calibration","P retention",54,42.0588270311452
"6726...20426","calibration","P retention",9,8.15117508381363
"6150...20427","calibration","P retention",87,77.4948907013952
"5638...20428","calibration","P retention",55,52.3791765257122
"6214...20429","calibration","P retention",39,31.1946638555495
"3642...20430","calibration","P retention",18,20.6056098606727
"4774...20431","calibration","P retention",72,73.8710360834151
"4840...20432","calibration","P retention",60,63.1993338740284
"7637...20433","calibration","P retention",40,44.7761463146502
"5976...20434","calibration","P retention",6,7.04336056511296
"4788...20435","calibration","P retention",51,69.657368977157
"5684...20436","calibration","P retention",13,5.36030986417472
"4106...20437","calibration","P retention",50,53.9074892298211
"5165...20438","calibration","P retention",48,47.4108682095459
"6725...20439","calibration","P retention",13,13.1388175128348
"4458...20440","calibration","P retention",96,89.7768443489235
"5886...20441","calibration","P retention",4,-1.46968860142224
"3549...20442","calibration","P retention",65,64.022356933962
"5688...20443","calibration","P retention",84,80.6938188039122
"3702...20444","calibration","P retention",38,50.0999849549212
"5144...20445","calibration","P retention",47,47.7438124450613
"6713...20446","calibration","P retention",4,3.40902618274204
"5364...20447","calibration","P retention",40,45.9626139332296
"5171...20448","calibration","P retention",36,38.6174101324498
"4188...20449","calibration","P retention",40,34.8372471104084
"4103...20450","calibration","P retention",29,28.3615585247648
"6637...20451","calibration","P retention",17,16.7543536223827
"3635...20452","calibration","P retention",60,59.8854709946156
"6003...20453","calibration","P retention",80,80.0317892956937
"5189...20454","calibration","P retention",41,45.3630464061256
"3707...20455","calibration","P retention",28,40.0152296208701
"5696...20456","calibration","P retention",74,66.838066726084
"8020...20457","calibration","P retention",94,91.8746046744058
"3848...20458","calibration","P retention",24,22.1524285612774
"8151...20459","calibration","P retention",86,80.3603985874755
"4544...20460","calibration","P retention",99,104.899683670295
"8090...20461","calibration","P retention",95,88.5161574059417
"6662...20462","calibration","P retention",3,-1.10023435508694
"7049...20463","calibration","P retention",7,11.1199299601847
"6781...20464","calibration","P retention",63,63.7412092008607
"3892...20465","calibration","P retention",34,45.9030223548924
"7111...20466","calibration","P retention",1,-3.07944493574288
"6578...20467","calibration","P retention",26,34.4311160246696
"3914...20468","calibration","P retention",84,89.6106290235781
"6005...20469","calibration","P retention",68,68.6031704087696
"7642...20470","calibration","P retention",54,56.6794294866136
"3897...20471","calibration","P retention",45,44.4005204910522
"6098...20472","calibration","P retention",33,25.294208175477
"6761...20473","calibration","P retention",82,58.9120212553166
"3842...20474","calibration","P retention",22,18.0744891022932
"6226...20475","calibration","P retention",32,33.8223724838822
"4245...20476","calibration","P retention",66,60.0299335658269
"5904...20477","calibration","P retention",83,76.041868567324
"4349...20478","calibration","P retention",99,68.9166647680117
"6571...20479","calibration","P retention",91,101.721176905539
"6821...20480","calibration","P retention",62,58.6101586303852
"6712...20481","calibration","P retention",6,7.82951457324424
"5775...20482","calibration","P retention",28,39.9044008785716
"5880...20483","calibration","P retention",18,23.6506157217275
"5548...20484","calibration","P retention",18,20.0658908656844
"4182...20485","calibration","P retention",61,53.2073961906831
"7648...20486","calibration","P retention",59,59.6434516434627
"3676...20487","calibration","P retention",46,55.2963584164165
"4352...20488","calibration","P retention",26,28.2281050782474
"6153...20489","calibration","P retention",41,48.4021469197271
"6630...20490","calibration","P retention",92,100.057015930265
"6775...20491","calibration","P retention",15,27.1982518455529
"4190...20492","calibration","P retention",34,30.8276302603765
"3878...20493","calibration","P retention",99,98.1645849995438
"3631...20494","calibration","P retention",43,45.7400043886829
"3961...20495","calibration","P retention",42,41.329174649375
"5721...20496","calibration","P retention",32,37.2847095219349
"8155...20497","calibration","P retention",62,66.5931250334604
"4189...20498","calibration","P retention",46,36.7845447965243
"4370...20499","calibration","P retention",35,39.6681579573132
"6874...20500","calibration","P retention",49,54.4234068052891
"4789...20501","calibration","P retention",63,73.6214898882582
"5874...20502","calibration","P retention",31,34.3081040195544
"8307...20503","calibration","P retention",39,46.3145345878062
"6133...20504","calibration","P retention",55,56.7624502209919
"4378...20505","calibration","P retention",51,42.3575877352779
"8551...20506","calibration","P retention",69,66.7592054547383
"6582...20507","calibration","P retention",27,26.9808254689395
"4318...20508","calibration","P retention",93,86.399541208639
"7113...20509","calibration","P retention",1,-2.51415400115693
"3625...20510","calibration","P retention",25,26.2470869152649
"6718...20511","calibration","P retention",27,23.8095583769855
"4846...20512","calibration","P retention",61,45.5983474241747
"7102...20513","calibration","P retention",44,44.6746288489096
"4319...20514","calibration","P retention",96,87.1143993152259
"6711...20515","calibration","P retention",13,12.196728578984
"5795...20516","calibration","P retention",28,28.7847512765376
"5102...20517","calibration","P retention",34,34.0808551438295
"6823...20518","calibration","P retention",38,35.1251170348634
"3898...20519","calibration","P retention",44,45.3430380246739
"8549...20520","calibration","P retention",69,66.9071251573998
"5099...20521","calibration","P retention",31,33.5478871316545
"4183...20522","calibration","P retention",65,58.0651765578147
"4593...20523","calibration","P retention",29,33.3052815957535
"4845...20524","calibration","P retention",62,48.4260765230757
"6054...20525","calibration","P retention",84,79.502667630998
"3640...20526","calibration","P retention",48,47.172224149598
"8508...20527","calibration","P retention",25,37.2046098122962
"4302...20528","calibration","P retention",60,44.7458112909103
"5349...20529","calibration","P retention",53,55.2163292406907
"6459...20530","calibration","P retention",77,76.6759395059707
"3896...20531","calibration","P retention",44,45.6878685871747
"4461...20532","calibration","P retention",98,84.2040675508509
"4354...20533","calibration","P retention",43,45.0391454931577
"3590...20534","calibration","P retention",40,46.630894385071
"5249...20535","calibration","P retention",100,103.51989978838
"7110...20536","calibration","P retention",5,2.01120081804426
"5915...20537","calibration","P retention",51,56.3056188542011
"3893...20538","calibration","P retention",44,50.2572465785586
"8018...20539","calibration","P retention",92,86.6101615894998
"5371...20540","calibration","P retention",55,62.9370302864738
"4450...20541","calibration","P retention",43,31.6760903185338
"4256...20542","calibration","P retention",90,79.2690013277892
"5779...20543","calibration","P retention",22,29.3703622850752
"3520...20544","calibration","P retention",44,50.1492088934197
"6099...20545","calibration","P retention",28,23.4225550842572
"5361...20546","calibration","P retention",8,9.9288323724805
"7115...20547","calibration","P retention",3,0.264579670452854
"5902...20548","calibration","P retention",79,76.7729974060315
"4102...20549","calibration","P retention",47,42.3862312945035
"5601...20550","calibration","P retention",85,63.701957155692
"5907...20551","calibration","P retention",16,11.8989365978427
"4351...20552","calibration","P retention",22,26.2797814171792
"7640...20553","calibration","P retention",46,52.8531794278089
"5909...20554","calibration","P retention",79,70.2552082273132
"8030...20555","calibration","P retention",99,105.005141198769
"6062...20556","calibration","P retention",58,54.9085873428536
"6629...20557","calibration","P retention",91,91.5934445330026
"4772...20558","calibration","P retention",97,93.7721068926837
"8266...20559","calibration","P retention",44,43.2468191751025
"5899...20560","calibration","P retention",4,1.12068112237357
"4258...20561","calibration","P retention",94,88.638927705213
"7646...20562","calibration","P retention",58,57.7919601824865
"6053...20563","calibration","P retention",73,73.3332570315251
"3696...20564","calibration","P retention",29,34.0622619770307
"5676...20565","calibration","P retention",83,84.611300425038
"6570...20566","calibration","P retention",85,92.5424960206497
"6564...20567","calibration","P retention",54,56.3477986382989
"4905...20568","calibration","P retention",82,83.7510123576203
"6876...20569","calibration","P retention",64,64.3319614873071
"5538...20570","calibration","P retention",63,64.4373630479199
"4850...20571","calibration","P retention",34,40.2027841600996
"4771...20572","calibration","P retention",98,95.4797754647487
"3638...20573","calibration","P retention",58,36.8972780916942
"3760...20574","calibration","P retention",96,103.540738613094
"3677...20575","calibration","P retention",44,51.4409748622178
"5783...20576","calibration","P retention",14,28.2082323181926
"5781...20577","calibration","P retention",16,27.8248997371478
"5883...20578","calibration","P retention",70,64.5190339289766
"4871...20579","calibration","P retention",34,35.026088456489
"8075...20580","calibration","P retention",99,100.844724860723
"4111...20581","calibration","P retention",25,24.2625207777206
"5903...20582","calibration","P retention",71,61.0585977329148
"4460...20583","calibration","P retention",99,97.967857611791
"7045...20584","calibration","P retention",10,18.233422990652
"6464...20585","calibration","P retention",73,71.1469327984177
"5192...20586","calibration","P retention",17,26.9631475233795
"4246...20587","calibration","P retention",47,52.7849502744811
"3627...20588","calibration","P retention",13,14.2208929431965
"6301...20589","calibration","P retention",99,106.529932618583
"3911...20590","calibration","P retention",93,93.835728165554
"4726...20591","calibration","P retention",51,53.8794112089448
"4100...20592","calibration","P retention",53,44.6857053596566
"4599...20593","calibration","P retention",41,41.577578061092
"6126...20594","calibration","P retention",90,72.9304177683528
"7047...20595","calibration","P retention",12,18.4545645379319
"4094...20596","calibration","P retention",88,70.26424655813
"4098...20597","calibration","P retention",19,22.8540707467936
"3664...20598","calibration","P retention",95,97.9710698791736
"5906...20599","calibration","P retention",28,26.0887482106639
"3751...20600","calibration","P retention",9,7.47609647685863
"6758...20601","calibration","P retention",68,41.842160644959
"3752...20602","calibration","P retention",99,54.2732075455573
"4582...20603","calibration","P retention",25,28.1222454421085
"4115...20604","calibration","P retention",98,97.8978848466985
"7418...20605","calibration","P retention",62,83.167650898409
"7639...20606","calibration","P retention",42,52.0258448511327
"4368...20607","calibration","P retention",42,46.9741249898931
"3910...20608","calibration","P retention",68,68.8947336817675
"5672...20609","calibration","P retention",56,62.9892696519304
"4791...20610","calibration","P retention",51,64.2261885016221
"4869...20611","calibration","P retention",37,33.998155961484
"3501...20612","calibration","P retention",43,43.9702705949795
"5216...20613","calibration","P retention",42,50.2823248476257
"5358...20614","calibration","P retention",8,13.8512062142537
"3894...20615","calibration","P retention",44,51.3918533779143
"5539...20616","calibration","P retention",65,63.7158362120293
"4887...20617","calibration","P retention",67,46.1711295632784
"4306...20618","calibration","P retention",54,49.7830265516938
"3756...20619","calibration","P retention",96,84.4046812775134
"4776...20620","calibration","P retention",63,65.1802244814258
"4868...20621","calibration","P retention",50,38.0975797043629
"4333...20622","calibration","P retention",24,27.9122560732222
"3759...20623","calibration","P retention",98,93.6183629004619
"6878...20624","calibration","P retention",62,65.1448008837085
"5460...20625","calibration","P retention",7,11.9276496394903
"6149...20626","calibration","P retention",96,93.8611137214432
"4692...20627","calibration","P retention",99,53.439591172679
"4870...20628","calibration","P retention",34,36.1695263548241
"5614...20629","calibration","P retention",41,47.4659407521721
"6147...20630","calibration","P retention",64,56.2146123763009
"4769...20631","calibration","P retention",96,93.3904156391463
"3713...20632","calibration","P retention",48,53.4033373873594
"5219...20633","calibration","P retention",24,29.8174384418551
"8046...20634","calibration","P retention",49,41.1359309269497
"4790...20635","calibration","P retention",64,72.8303045187764
"8050...20636","calibration","P retention",37,29.8357923805431
"3596...20637","calibration","P retention",91,56.3712179693416
"6588...20638","calibration","P retention",31,41.2178660690899
"4792...20639","calibration","P retention",51,57.7800913343359
"6663...20640","calibration","P retention",5,-1.23064248637382
"3692...20641","calibration","P retention",24,31.2225017221662
"6626...20642","calibration","P retention",83,90.7444709654121
"5812...20643","calibration","P retention",3,-2.76039685845225
"4793...20644","calibration","P retention",51,60.5178469077419
"3764...20645","calibration","P retention",77,82.0680556230356
"7061...20646","calibration","P retention",16,26.8647240440505
"6710...20647","calibration","P retention",18,11.8729574696432
"4633...20648","calibration","P retention",71,67.6697955034007
"3532...20649","calibration","P retention",40,44.9213414449822
"8073...20650","calibration","P retention",98,96.4139723470702
"4737...20651","calibration","P retention",42,33.1316044337753
"5905...20652","calibration","P retention",35,45.7291099494333
"6757...20653","calibration","P retention",48,41.9661292963447
"4367...20654","calibration","P retention",58,51.9070072379505
"7132...20655","calibration","P retention",14,20.6648992191078
"6825...20656","calibration","P retention",87,85.0327259430895
"7090...20657","calibration","P retention",67,49.7750561091612
"6590...20658","calibration","P retention",49,46.7050727853549
"8054...20659","calibration","P retention",87,83.2232703172749
"6049...20660","calibration","P retention",73,67.8259757812151
"4081...20661","calibration","P retention",30,42.2935373029476
"4683...20662","calibration","P retention",83,89.0019479179647
"4943...20663","calibration","P retention",28,28.7586895911479
"4944...20664","calibration","P retention",28,28.5846910427506
"8006...20665","calibration","P retention",91,91.0222377153771
"8124...20666","calibration","P retention",65,65.1826030903791
"6119...20667","calibration","P retention",60,58.7856392081746
"5540...20668","calibration","P retention",67,64.2057292895618
"8125...20669","calibration","P retention",52,47.8857338187787
"4854...20670","calibration","P retention",41,46.2847539758498
"4680...20671","calibration","P retention",66,55.7174249817925
"6104...20672","calibration","P retention",29,36.3181301252445
"5889...20673","calibration","P retention",43,46.9284867521042
"3868...20674","calibration","P retention",99,102.318124492681
"4402...20675","calibration","P retention",54,62.7549622129173
"6591...20676","calibration","P retention",36,38.8824720717409
"5536...20677","calibration","P retention",32,37.7004662930885
"5756...20678","calibration","P retention",51,50.9795861033048
"3695...20679","calibration","P retention",33,38.3365781299852
"6829...20680","calibration","P retention",70,57.6034521783541
"4369...20681","calibration","P retention",54,53.4564225068144
"5620...20682","calibration","P retention",26,44.4681991511031
"4251...20683","calibration","P retention",47,54.9565732499608
"3694...20684","calibration","P retention",31,40.1455554284685
"6724...20685","calibration","P retention",36,36.8086428481531
"3750...20686","calibration","P retention",5,25.5978156522313
"8117...20687","calibration","P retention",58,46.1690982682259
"5683...20688","calibration","P retention",18,9.49656162116389
"5810...20689","calibration","P retention",3,4.06789828975613
"6308...20690","calibration","P retention",76,68.8005951482291
"5541...20691","calibration","P retention",72,65.2444911963416
"5979...20692","calibration","P retention",7,14.4966726247465
"4497...20693","calibration","P retention",100,93.2227096028961
"5443...20694","calibration","P retention",16,15.1404094288483
"6830...20695","calibration","P retention",84,59.0096762579251
"5270...20696","calibration","P retention",59,55.6758983290188
"7148...20697","calibration","P retention",28,28.3069532708878
"6154...20698","calibration","P retention",81,77.7624007172535
"4250...20699","calibration","P retention",69,63.0134080728097
"4899...20700","calibration","P retention",52,50.4054886256941
"5691...20701","calibration","P retention",32,43.3055652517855
"3912...20702","calibration","P retention",98,103.876283867891
"3644...20703","calibration","P retention",11,9.90508867758795
"4423...20704","calibration","P retention",71,72.529207681226
"3547...20705","calibration","P retention",21,30.4303738491575
"3691...20706","calibration","P retention",28,36.0900214558186
"6299...20707","calibration","P retention",99,94.8360118413728
"5849...20708","calibration","P retention",22,39.3457121628579
"3700...20709","calibration","P retention",39,58.1619164817537
"4731...20710","calibration","P retention",98,102.48219796499
"6312...20711","calibration","P retention",56,68.5121809170221
"5687...20712","calibration","P retention",70,80.5763821024433
"6311...20713","calibration","P retention",69,67.3611092827888
"3531...20714","calibration","P retention",28,39.7700444343988
"3525...20715","calibration","P retention",37,40.9479344672294
"4948...20716","calibration","P retention",44,36.21660472043
"4773...20717","calibration","P retention",61,60.8497301661226
"8144...20718","calibration","P retention",56,68.9694503875346
"4430...20719","calibration","P retention",99,109.691661327409
"5228...20720","calibration","P retention",100,105.606362085197
"3757...20721","calibration","P retention",88,75.865650654231
"5671...20722","calibration","P retention",50,59.8914205195701
"6290...20723","calibration","P retention",99,105.029022000507
"4358...20724","calibration","P retention",48,47.7656941810362
"4722...20725","calibration","P retention",64,63.706858294437
"4235...20726","calibration","P retention",33,35.387728221026
"5807...20727","calibration","P retention",12,11.6363010146929
"8016...20728","calibration","P retention",79,72.2938002747436
"3637...20729","calibration","P retention",7,21.5845921682286
"3899...20730","calibration","P retention",37,38.3415975525933
"3538...20731","calibration","P retention",28,27.6729417506856
"4253...20732","calibration","P retention",91,92.9257219398092
"4404...20733","calibration","P retention",52,54.1179617987475
