"","type","variable","obs","pred"
"7526...22067","validation","P retention",9,5.08255967158049
"4360...22068","validation","P retention",38,42.2247003018214
"5896...22069","validation","P retention",2,16.5502849592013
"1214...22070","validation","P retention",18,18.1520789084164
"6742...22071","validation","P retention",21,19.1142686667976
"7565...22072","validation","P retention",35,35.2575775943438
"6779...22073","validation","P retention",26,42.5228293492843
"8339...22074","validation","P retention",26,28.4297516455699
"8176...22075","validation","P retention",16,10.3238891785513
"6365...22076","validation","P retention",44,52.6529176333935
"4538...22077","validation","P retention",99,103.503167715759
"4842...22078","validation","P retention",61,57.1882952958375
"4419...22079","validation","P retention",82,78.1383853152525
"4741...22080","validation","P retention",52,60.7795999751996
"8071...22081","validation","P retention",91,80.8613681439309
"7702...22082","validation","P retention",99,95.2811503857291
"6990...22083","validation","P retention",58,52.7612938862152
"7165...22084","validation","P retention",40,42.1701075312276
"6589...22085","validation","P retention",42,44.7758983682688
"1690...22086","validation","P retention",42,42.737496249158
"6178...22087","validation","P retention",18,33.8328564651907
"1980...22088","validation","P retention",10,7.67708244120097
"3576...22089","validation","P retention",75,54.9573467597036
"8534...22090","validation","P retention",26,36.1660430772733
"7581...22091","validation","P retention",51,58.697117704586
"4020...22092","validation","P retention",16,16.0928227440236
"5908...22093","validation","P retention",77,72.7230838692354
"1596...22094","validation","P retention",21.204188482,11.7147058384133
"1916...22095","validation","P retention",37,43.629528921094
"6600...22096","validation","P retention",69,68.7621292740373
"4239...22097","validation","P retention",99,106.85580485296
"8503...22098","validation","P retention",21,21.759128681476
"1778...22099","validation","P retention",19.656565657,22.0179367885774
"6462...22100","validation","P retention",19,56.4074992549631
"3498...22101","validation","P retention",29,36.3083153408998
"6592...22102","validation","P retention",29,34.9626713479103
"5002...22103","validation","P retention",29,11.9495156919799
"7737...22104","validation","P retention",94,92.8856129750583
"1642...22105","validation","P retention",39,42.009287918289
"4849...22106","validation","P retention",41,44.4898904718784
"5120...22107","validation","P retention",46,46.6940123322128
"5972...22108","validation","P retention",28,27.8474716367873
"6303...22109","validation","P retention",36,58.5931210338155
"4839...22110","validation","P retention",43,51.6410051307409
"4350...22111","validation","P retention",85,102.827603535855
"2058...22112","validation","P retention",32,33.4381552441986
"1366...22113","validation","P retention",21.323236349,12.7986996339091
"8530...22114","validation","P retention",33,41.3969455351311
"3766...22115","validation","P retention",57,59.5210948445264
"3802...22116","validation","P retention",24,20.9024522933219
"5821...22117","validation","P retention",5,4.25124513352723
"5282...22118","validation","P retention",78,70.0501505235554
"5871...22119","validation","P retention",28,27.2779879469528
"3938...22120","validation","P retention",8,7.93214386208613
"4137...22121","validation","P retention",30,38.8439553683119
"4295...22122","validation","P retention",6,9.33451430182378
"6244...22123","validation","P retention",17,17.9672546461297
"4740...22124","validation","P retention",36,47.3069909279871
"5861...22125","validation","P retention",20,19.231854115145
"3513...22126","validation","P retention",14,17.22357479549
"6451...22127","validation","P retention",28,31.4127857083807
"3767...22128","validation","P retention",38,52.1355853075068
"7059...22129","validation","P retention",17,23.4173225273583
"7755...22130","validation","P retention",97,89.2696414806754
"3753...22131","validation","P retention",100,96.6417280806471
"7917...22132","validation","P retention",17,14.2351418530591
"8229...22133","validation","P retention",42,40.115005807318
"3418...22134","validation","P retention",24,21.7793297324698
"5014...22135","validation","P retention",8,10.6919038841598
"6920...22136","validation","P retention",49,48.3300590426993
"7297...22137","validation","P retention",62,52.782841673793
"8283...22138","validation","P retention",54,53.9737623860741
"1776...22139","validation","P retention",22.222222222,22.5343822839212
"3584...22140","validation","P retention",79,76.7319227792963
"6138...22141","validation","P retention",25,32.1858223015588
"4893...22142","validation","P retention",56,58.5155699197803
"4980...22143","validation","P retention",55,56.2614842976442
"6613...22144","validation","P retention",30,43.0041081690213
"5692...22145","validation","P retention",4,-1.79902146426252
"886...22146","validation","P retention",17,20.5984641022445
"5777...22147","validation","P retention",28,34.2263354552977
"5398...22148","validation","P retention",6,7.27964927366696
"8350...22149","validation","P retention",60,57.6597534384692
"4860...22150","validation","P retention",28,36.466905478872
"5366...22151","validation","P retention",26,34.4804723403154
"5557...22152","validation","P retention",43,54.2865525126157
"5551...22153","validation","P retention",38,42.6111621409968
"5537...22154","validation","P retention",49,53.1854013266548
"3556...22155","validation","P retention",65,67.4965791307577
"1960...22156","validation","P retention",8,5.53631158535341
"856...22157","validation","P retention",20,18.6893243113706
"4641...22158","validation","P retention",93,81.5876253539429
"5375...22159","validation","P retention",82,66.4048637875084
"3827...22160","validation","P retention",15,4.91137207457144
"6472...22161","validation","P retention",89,83.41694979804
"3779...22162","validation","P retention",21,22.2507451500828
"4241...22163","validation","P retention",26,24.4202990457807
"8499...22164","validation","P retention",23,26.3256199002663
"6391...22165","validation","P retention",12,12.7420273734537
"1292...22166","validation","P retention",19.70996732,20.8376349644546
"6198...22167","validation","P retention",9,9.45529075371323
"3866...22168","validation","P retention",99,103.552079887896
"5771...22169","validation","P retention",18,29.1351428664036
"2020...22170","validation","P retention",56,56.3550302557296
"4380...22171","validation","P retention",80,67.4350943994905
"2102...22172","validation","P retention",2,-1.15123275204859
"3916...22173","validation","P retention",52,58.7649610294502
"5603...22174","validation","P retention",55,47.7580080557161
"1932...22175","validation","P retention",8,16.6260650411916
"4261...22176","validation","P retention",18,17.7640846674514
"8390...22177","validation","P retention",26,26.597712943314
"5694...22178","validation","P retention",67,62.7416318285835
"6794...22179","validation","P retention",27,33.0361610001684
"6773...22180","validation","P retention",27,27.8625965293672
"4483...22181","validation","P retention",70,68.5781044530135
"1991","validation","P retention",38,42.8138595213904
"4292...22183","validation","P retention",0.01,-3.65895284175035
"6824...22184","validation","P retention",80,78.0702377744103
"6453...22185","validation","P retention",57,18.9868758744147
"6905...22186","validation","P retention",42,42.5871641786354
"6240...22187","validation","P retention",24,26.2266700614702
"7508...22188","validation","P retention",64,64.2919997067225
"4635...22189","validation","P retention",98,98.4353006576227
"4843...22190","validation","P retention",47,44.1810019328232
"4365...22191","validation","P retention",45,49.125486537516
"5743...22192","validation","P retention",99,36.3003752428364
"3703...22193","validation","P retention",28,27.5514635510905
"6068...22194","validation","P retention",50,47.4740036615123
"7323...22195","validation","P retention",39,46.542001456187
"8067...22196","validation","P retention",25,35.1192380637884
"5243...22197","validation","P retention",92,88.5877250024839
"5980...22198","validation","P retention",20,17.3556861878812
