"","type","variable","obs","pred"
"1943...14667","calibration","sand",35,35.9778854178529
"4019...14668","calibration","sand",15.8399963,24.1104089393186
"2164...14669","calibration","sand",25,18.6933878715796
"5826...14670","calibration","sand",3.13999939999999,-13.0905988350595
"1173...14671","calibration","sand",10,13.299344690214
"8014...14672","calibration","sand",90.21000004,113.391763714169
"7576...14673","calibration","sand",51.7000008,50.9411371114116
"1789...14674","calibration","sand",13,25.9140075762236
"4824...14675","calibration","sand",14.4199982,8.07282068461762
"1151...14676","calibration","sand",2,22.2487066595714
"3723...14677","calibration","sand",10.6299973,9.13667478363892
"1817...14678","calibration","sand",10,11.5111023363513
"3812...14679","calibration","sand",4.2799988,-2.29286947828064
"8331...14680","calibration","sand",42.75,41.5453335244692
"1775...14681","calibration","sand",8,19.7985997858631
"6274...14682","calibration","sand",28.9100037,33.7421560932194
"3404...14683","calibration","sand",69.6299992,65.5354925552199
"979...14684","calibration","sand",24,23.0411328902939
"6173...14685","calibration","sand",44.6300011,36.7977389003445
"7592...14686","calibration","sand",25.3499985,29.9964085335933
"8317...14687","calibration","sand",18.98,35.7110054897849
"1913...14688","calibration","sand",25,24.5870093519851
"7781...14689","calibration","sand",35.1200027,36.1449968413168
"1225...14690","calibration","sand",10,4.15729331249116
"5499...14691","calibration","sand",29.9800034,23.1581380213038
"8315...14692","calibration","sand",29.19,35.7077612480197
"8219...14693","calibration","sand",30.98,39.3580617131853
"1791...14694","calibration","sand",12,22.5412901324045
"3426...14695","calibration","sand",54.7000008,51.6631407421687
"5379...14696","calibration","sand",11.4899979,25.039727355087
"3786...14697","calibration","sand",10.5599976,12.0335798287588
"2284...14698","calibration","sand",14,13.3837237356611
"3817...14699","calibration","sand",61.0299988,47.821389300388
"2083...14700","calibration","sand",88,88.6849950613081
"6705...14701","calibration","sand",12.8330002,19.800810580758
"1709...14702","calibration","sand",5,16.1940402448262
"1757...14703","calibration","sand",82,76.1803847030365
"1135...14704","calibration","sand",26,15.3974997782067
"5609...14705","calibration","sand",16.2799988,8.66337364531783
"1751...14706","calibration","sand",27,21.7835270858688
"6676...14707","calibration","sand",10.4319992,10.1783572502196
"875...14708","calibration","sand",19,21.3142909902037
"8255...14709","calibration","sand",13.4899979,27.0332914362801
"7574...14710","calibration","sand",52.6300011,42.4424097136633
"1223...14711","calibration","sand",10,3.1197363319679
"3441...14712","calibration","sand",41.7700005,36.3240652857688
"7788...14713","calibration","sand",22.6299973,26.1082669788949
"5513...14714","calibration","sand",55.1899986,44.2305091766416
"1227...14715","calibration","sand",11,6.67908049127796
"5512...14716","calibration","sand",40.0499992,44.9527788486211
"2234...14717","calibration","sand",21,16.6433627116851
"3915...14718","calibration","sand",90.84000015,89.6575131322537
"7974...14719","calibration","sand",24.84,29.8449523437805
"891...14720","calibration","sand",4,6.77105238213716
"6469...14721","calibration","sand",0.0100000000000051,9.30025867714934
"5410...14722","calibration","sand",11.4199982,20.8175910466039
"6679...14723","calibration","sand",10.0510025,15.7001250728546
"5409...14724","calibration","sand",10.4199982,18.977782121077
"7659...14725","calibration","sand",7.21,18.2145409634182
"1911...14726","calibration","sand",25,22.0864712834943
"933...14727","calibration","sand",27,28.0542938678285
"7882...14728","calibration","sand",43.1,50.951443429783
"7890...14729","calibration","sand",34.75,40.9647628071474
"4816...14730","calibration","sand",15.4899979,21.0973652828016
"2121...14731","calibration","sand",89,89.5705838869321
"4054...14732","calibration","sand",4.2099991,0.991069771474201
"1933...14733","calibration","sand",71,70.681403425882
"3993...14734","calibration","sand",11.6299973,16.0968872802772
"1563...14735","calibration","sand",10,13.6948912925499
"6553...14736","calibration","sand",5.3499985,14.5349094032207
"2240...14737","calibration","sand",17,17.9557759245513
"4643...14738","calibration","sand",27.4899979,38.7878622978491
"3819...14739","calibration","sand",39.8400002,20.8217845828661
"6091...14740","calibration","sand",11.2799988,12.3482607556628
"4962...14741","calibration","sand",75.4200001,64.9049306319374
"4156...14742","calibration","sand",5.2799988,1.69428346669043
"5950...14743","calibration","sand",36.2099991,28.268831601859
"1947...14744","calibration","sand",58,62.1143734650062
"1011...14745","calibration","sand",83,73.8100709458541
"7963...14746","calibration","sand",10.56,29.6743857371103
"2312...14747","calibration","sand",16,19.7014090923993
"7034...14748","calibration","sand",6.0589981,14.2636898044277
"5637...14749","calibration","sand",46.4900017,37.1841584672432
"4308...14750","calibration","sand",69.7000008,53.9686186790992
"3580...14751","calibration","sand",32.6299973,13.5178610724365
"2322...14752","calibration","sand",38,31.6709106710659
"1029...14753","calibration","sand",24,26.921809635239
"8433...14754","calibration","sand",13.56,15.9694806956071
"5715...14755","calibration","sand",98.13999999,108.043293211602
"457...14756","calibration","sand",3,16.309344726809
"1459...14757","calibration","sand",63,66.7223816437219
"8518...14758","calibration","sand",26.6999969,25.8370357749627
"1949...14759","calibration","sand",54,63.316982452079
"5518...14760","calibration","sand",85.3500004,66.9826604228315
"1016...14761","calibration","sand",21,21.4639882544252
"1349...14762","calibration","sand",6,0.105992058080389
"4950...14763","calibration","sand",11.6299973,27.4433787230131
"6526...14764","calibration","sand",29.4899979,13.5607499751517
"1285...14765","calibration","sand",18,17.4918418165255
"5570...14766","calibration","sand",11.6999969,23.5597694611324
"1831...14767","calibration","sand",25,28.7585912069645
"931...14768","calibration","sand",29,31.3311748932942
"4064...14769","calibration","sand",6.2799988,7.2298933284351
"917...14770","calibration","sand",31,30.88004397615
"5956...14771","calibration","sand",26.9100037,29.9584234633297
"1537...14772","calibration","sand",3,19.0046351589167
"5423...14773","calibration","sand",13.6999969,23.5098403240318
"5378...14774","calibration","sand",10.4199982,22.0514369606777
"4141...14775","calibration","sand",50.2099991,54.9986906625573
"6453...14776","calibration","sand",0.0100000000000051,10.1778267133347
"5641...14777","calibration","sand",51.9799995,35.5000218702807
"6836...14778","calibration","sand",8.21800229999999,15.8993169623965
"6902...14779","calibration","sand",7.8939972,-0.916692631228067
"7394...14780","calibration","sand",13.2799988,6.16597917677399
"455...14781","calibration","sand",10,10.8011344789605
"6170...14782","calibration","sand",22.3499985,29.5445751715348
"3442...14783","calibration","sand",58.8400002,52.9847133354219
"1787...14784","calibration","sand",12,18.7680178578915
"3960...14785","calibration","sand",9.41999819999999,15.7981739064168
"8172...14786","calibration","sand",27.7,24.1953021117764
"5422...14787","calibration","sand",14.6999969,22.6965423816649
"1361...14788","calibration","sand",4,2.54496900177147
"1265...14789","calibration","sand",7,3.13924482912114
"3826...14790","calibration","sand",18.9800034,39.2174261889659
"5454...14791","calibration","sand",2.0699997,-1.2341021585294
"6146...14792","calibration","sand",99.209999979,102.26286483253
"5624...14793","calibration","sand",15.4199982,34.3439382677333
"6372...14794","calibration","sand",23.1159973,28.0930186387862
"8223...14795","calibration","sand",38.68,47.0017428358804
"995...14796","calibration","sand",48,48.1499476719732
"1327...14797","calibration","sand",17,14.6364143800382
"5469...14798","calibration","sand",1.0699997,10.058097090014
"8359...14799","calibration","sand",31.91,28.823035875263
"7439...14800","calibration","sand",31.9629974,72.2481003092247
"1235...14801","calibration","sand",8,5.69964392643181
"915...14802","calibration","sand",9,4.28471543425581
"7800...14803","calibration","sand",11.56,16.2882587595616
"8234...14804","calibration","sand",49.56,45.3364018379992
"4037...14805","calibration","sand",16.9800034,28.3540835417522
"7559...14806","calibration","sand",63.4199982,60.3385962920328
"3811...14807","calibration","sand",3.2099991,-2.68574834159444
"3979...14808","calibration","sand",77.6299992,59.1236431854626
"6102...14809","calibration","sand",21.2099991,21.1074385656243
"3513...14810","calibration","sand",66.7700005,51.1573999109259
"8371...14811","calibration","sand",29.91,32.7592436979375
"3729...14812","calibration","sand",23.7699966,18.4534088859158
"1241...14813","calibration","sand",10,1.61757472660865
"6537...14814","calibration","sand",8.3499985,13.2078718785454
"5896...14815","calibration","sand",53.3300018,71.9569419260319
"2230...14816","calibration","sand",12,16.8039124435436
"6704...14817","calibration","sand",12.1699982,23.7902339075766
"3776...14818","calibration","sand",10.4899979,1.44163194924842
"2138...14819","calibration","sand",18,21.0840417124886
"6380...14820","calibration","sand",75.6299992,65.3522905412052
"6706...14821","calibration","sand",6.0780029,8.45591589030906
"1233...14822","calibration","sand",7,1.71997413672248
"6931...14823","calibration","sand",4.4449997,6.46104524431793
"967...14824","calibration","sand",67,26.5508140674662
"4601...14825","calibration","sand",17.4199982,4.3860381017837
"721...14826","calibration","sand",81,51.2862748509164
"8211...14827","calibration","sand",48.68,46.7878089787489
"7944...14828","calibration","sand",16.98,23.1451444636425
"5710...14829","calibration","sand",95.42000008,89.9610104713124
"3890...14830","calibration","sand",7.3499985,15.4226471040412
"1095...14831","calibration","sand",83,53.4780076143625
"5619...14832","calibration","sand",32.6999969,29.6348746702126
"6263...14833","calibration","sand",34.9800034,31.9591652196479
"4825...14834","calibration","sand",12.3499985,12.0831450552216
"5630...14835","calibration","sand",57.4900017,52.3752846356554
"8435...14836","calibration","sand",22.7699966,13.4846857119868
"4951...14837","calibration","sand",13.6999969,29.5573906764175
"2268...14838","calibration","sand",24,19.9987710271118
"5436...14839","calibration","sand",2.13999939999999,2.1771076606043
"8296...14840","calibration","sand",8.42,30.0837320682338
"4809...14841","calibration","sand",83.2099991,55.0610403363707
"4269...14842","calibration","sand",1.0699997,2.92184969179775
"6113...14843","calibration","sand",86.7700005,61.3940868151921
"1363...14844","calibration","sand",3,5.240562526552
"8519...14845","calibration","sand",48.5600014,37.9330736591872
"6847...14846","calibration","sand",6.3519974,8.98528906637438
"4170...14847","calibration","sand",17.5599976,22.1054223977824
"7989...14848","calibration","sand",1.07,17.5965797502995
"4011...14849","calibration","sand",83.4899998,57.6341755532204
"3782...14850","calibration","sand",4.2799988,-0.0747512242007886
"3395...14851","calibration","sand",40.8400002,47.3421958802998
"2224...14852","calibration","sand",34,33.3892435945554
"7127...14853","calibration","sand",2.28399659999999,-1.45104325636145
"6379...14854","calibration","sand",82.4200001,75.2642402286072
"7790...14855","calibration","sand",57.4900017,42.5739616136303
"3428...14856","calibration","sand",45.4900017,36.0083980483192
"5419...14857","calibration","sand",9.48999790000001,20.8876936599832
"7778...14858","calibration","sand",84.21,59.4188310020883
"6419...14859","calibration","sand",2.13999939999999,5.41004688349821
"246...14860","calibration","sand",44,49.1480705184515
"6699...14861","calibration","sand",8.44599909999999,22.0638673665355
"1849...14862","calibration","sand",40,38.3630785501614
"6025...14863","calibration","sand",35.8899994,44.5502474257415
"8196...14864","calibration","sand",10.35,20.0797894032772
"5380...14865","calibration","sand",13.6299973,33.0385955180312
"5006...14866","calibration","sand",5.2099991,2.39804151404406
"4015...14867","calibration","sand",54.7000008,45.1983076288715
"1821...14868","calibration","sand",16,20.7274488088899
"4164...14869","calibration","sand",9.41999819999999,17.8006679197149
"4129...14870","calibration","sand",22.4199982,3.88648136054882
"3424...14871","calibration","sand",40.9099998,44.5115765361677
"4219...14872","calibration","sand",9.0899963,18.9532140726925
"7560...14873","calibration","sand",56.2799988,55.2589990576349
"6670...14874","calibration","sand",4.2099991,12.672245505798
"7669...14875","calibration","sand",7.42,31.5307096086787
"955...14876","calibration","sand",22,21.6427333006852
"8207...14877","calibration","sand",27.05,28.9997428573479
"3833...14878","calibration","sand",7.2799988,4.53046344364247
"2248...14879","calibration","sand",20,26.0444394711835
"2003...14880","calibration","sand",16,21.1820226980231
"3406...14881","calibration","sand",18.7699966,21.5208604647833
"7379...14882","calibration","sand",8.2269974,13.5062112400482
"5617...14883","calibration","sand",14.5599976,20.4888804282888
"1009...14884","calibration","sand",81,83.1496793924809
"6585...14885","calibration","sand",56.6300011,58.4593733216802
"7985...14886","calibration","sand",10.56,28.5984773046251
"6387...14887","calibration","sand",51.6300011,39.390190638435
"1627...14888","calibration","sand",85,77.1936399111966
"6069...14889","calibration","sand",5.2799988,0.941807465759624
"4034...14890","calibration","sand",19.9800034,27.3221649191104
"4194...14891","calibration","sand",8.7529984,16.978072857459
"2166...14892","calibration","sand",30,33.3995374978239
"5453...14893","calibration","sand",2.0699997,1.24397784970646
"5628...14894","calibration","sand",17.4199982,19.3873599899196
"5872...14895","calibration","sand",13.7699966,21.9838483094016
"4952...14896","calibration","sand",16.7699966,27.4712191174485
"991...14897","calibration","sand",31,30.6929573899512
"1245...14898","calibration","sand",7,5.31590584943149
"4822...14899","calibration","sand",17.4199982,17.5360830134867
"8399...14900","calibration","sand",1.07,5.76290664699547
"6161...14901","calibration","sand",26.4199982,34.0587191850391
"252...14902","calibration","sand",62,45.6605637596608
"6072...14903","calibration","sand",24.4199982,17.4926352236497
"6198...14904","calibration","sand",16.6299973,22.6267650321605
"7919...14905","calibration","sand",33.33,39.4810697337725
"3543...14906","calibration","sand",8.41999819999999,21.0827539480862
"1231...14907","calibration","sand",7,2.45105042973119
"6837...14908","calibration","sand",11.848999,19.5631005694706
"5514...14909","calibration","sand",70.4699993,57.2901067655332
"6852...14910","calibration","sand",7.28500370000001,39.7230930941826
"6409...14911","calibration","sand",26.4000015,13.4696887392354
"2228...14912","calibration","sand",19,21.4534144926992
"2272...14913","calibration","sand",10,18.2469089633678
"1015...14914","calibration","sand",19,20.7478610597821
"5729...14915","calibration","sand",8.2799988,14.6914130054569
"3389...14916","calibration","sand",53.0499992,52.1936567061364
"6932...14917","calibration","sand",4.6380005,6.79969320484098
"5572...14918","calibration","sand",11.6999969,34.1121401178462
"989...14919","calibration","sand",31,34.1904643476086
"2266...14920","calibration","sand",30,22.6287559312903
"4632...14921","calibration","sand",91.27999973,76.2271172982248
"4039...14922","calibration","sand",15.8399963,31.8669485013445
"4585...14923","calibration","sand",31.3499985,23.2542408380176
"1687...14924","calibration","sand",78,53.2939394985326
"5717...14925","calibration","sand",99.9800019998,108.163533479927
"2206...14926","calibration","sand",18,19.9215204496435
"7815...14927","calibration","sand",90.42000008,73.7280525770123
"5972...14928","calibration","sand",20.4199982,23.9444723289869
"4218...14929","calibration","sand",8.98999790000001,20.4949288541778
"1869...14930","calibration","sand",26,28.2025098758627
"7946...14931","calibration","sand",21.05,32.7819207302045
"1387...14932","calibration","sand",11,27.4280737124887
"4061...14933","calibration","sand",6.2799988,2.48001838088694
"1443...14934","calibration","sand",12,21.5311344874821
"5569...14935","calibration","sand",11.6299973,23.1444501328221
"5550...14936","calibration","sand",21.4899979,12.999173818349
"1243...14937","calibration","sand",7,3.03960241855994
"1515...14938","calibration","sand",66,67.3588975038568
"2314...14939","calibration","sand",10,21.4124740349214
"3444...14940","calibration","sand",25.6299973,29.8977819110459
"2290...14941","calibration","sand",26,22.9560006983997
"6545...14942","calibration","sand",11.4199982,6.85321530538231
"4234...14943","calibration","sand",11.2070007,15.9625431887928
"6076...14944","calibration","sand",21.3499985,20.7802186381683
"6900...14945","calibration","sand",7.30599979999999,6.61489288117782
"5387...14946","calibration","sand",28.2600021,33.5262262004386
"1439...14947","calibration","sand",12,24.6432327811555
"4801...14948","calibration","sand",11.2099991,22.9014442408657
"7665...14949","calibration","sand",4.2099991,-1.19316279220814
"6697...14950","calibration","sand",12.2910004,22.5561476520269
"5510...14951","calibration","sand",32.9100037,25.7186335933713
"6270...14952","calibration","sand",57.1899986,53.2387882159059
"8513...14953","calibration","sand",26.6999969,35.4633453920726
"5418...14954","calibration","sand",13.6299973,23.2104925223697
"8517...14955","calibration","sand",27.6299973,25.6691404306605
"7950...14956","calibration","sand",35.17,46.656631865756
"7921...14957","calibration","sand",33.33,39.3937923314563
"4645...14958","calibration","sand",39.9099998,33.4875658642629
"4592...14959","calibration","sand",28.6299973,30.3109165493131
"2204...14960","calibration","sand",30,33.0476379681334
"3945...14961","calibration","sand",31.4000015,44.4787162059376
"6388...14962","calibration","sand",66.4199982,41.1600995756624
"1919...14963","calibration","sand",80,85.6986673419723
"1617...14964","calibration","sand",23,21.3554436432912
"6576...14965","calibration","sand",63.8400002,63.9255278145389
"5576...14966","calibration","sand",13.6999969,20.8195175940816
"5712...14967","calibration","sand",74.5599995,82.7394206030845
"4620...14968","calibration","sand",31.5599976,36.9683207299085
"4832...14969","calibration","sand",8.2099991,-4.08335892241049
"1749...14970","calibration","sand",27,25.5829211393663
"5574...14971","calibration","sand",28.4700012,40.0161235364852
"2208...14972","calibration","sand",20,26.9374790783823
"7889...14973","calibration","sand",8.49,31.1790623307374
"5403...14974","calibration","sand",19.5599976,26.4999069721715
"6074...14975","calibration","sand",27.6299973,18.8033435959845
"3824...14976","calibration","sand",89.6300001,55.8009056842218
"5394...14977","calibration","sand",34.3300018,44.6545274818919
"4982...14978","calibration","sand",4.13999939999999,2.04663451857274
"3421...14979","calibration","sand",46.8400002,54.9680811340632
"7834...14980","calibration","sand",94,65.3277795969686
"5521...14981","calibration","sand",2.13999939999999,11.556687139209
"3403...14982","calibration","sand",65.7700005,60.1185771128308
"919...14983","calibration","sand",32,28.479083618002
"6673...14984","calibration","sand",9.1389999,9.19341419290862
"5868...14985","calibration","sand",24.8399963,28.2708443360573
"3955...14986","calibration","sand",87.4899998,72.2864728679197
"6680...14987","calibration","sand",12.7190018,15.1480039961966
"6364...14988","calibration","sand",30.1159973,31.1765063505618
"3827...14989","calibration","sand",22.0500031,40.8829269464313
"8496...14990","calibration","sand",54.9799995,47.410379503093
"2085...14991","calibration","sand",93,99.117898757114
"8488...14992","calibration","sand",50.6300011,27.3044606886122
"5974...14993","calibration","sand",80.5599995,74.4395720238647
"1163...14994","calibration","sand",18,17.4290274681711
"1495...14995","calibration","sand",12,27.264206025085
"5867...14996","calibration","sand",24.8399963,16.1511498257107
"5973...14997","calibration","sand",63.5600014,58.8309733150039
"263...14998","calibration","sand",50,53.24921153078
"5980...14999","calibration","sand",10.4899979,29.609564922149
"5623...15000","calibration","sand",15.4899979,21.2319523926529
"1499...15001","calibration","sand",13,29.1687006514928
"8305...15002","calibration","sand",27.4199982,37.9921649826456
"2242...15003","calibration","sand",13,16.0891415948297
"5530...15004","calibration","sand",51.7700005,45.2381870951931
"7936...15005","calibration","sand",14.84,31.279204434745
"7126...15006","calibration","sand",0.420997600000007,7.90186050948841
"1497...15007","calibration","sand",15,28.1309499890915
"6467...15008","calibration","sand",1.0699997,-0.463548875791801
"4171...15009","calibration","sand",7.2799988,13.3661276379725
"2061...15010","calibration","sand",79,68.6141380793145
"5551...15011","calibration","sand",20.5599976,19.0302405605982
"8568...15012","calibration","sand",4.2799988,-0.253379020938517
"2188...15013","calibration","sand",31,30.1859389637554
"6026...15014","calibration","sand",30.4700012,41.7494199558838
"6842...15015","calibration","sand",10.5670013,19.3666661563771
"250...15016","calibration","sand",42,46.2423826044456
"6426...15017","calibration","sand",1.0699997,13.0025316548805
"6554...15018","calibration","sand",7.2799988,7.32049942853914
"5718...15019","calibration","sand",99.9800019998,103.363009419776
"5421...15020","calibration","sand",14.7699966,27.6461421995275
"3746...15021","calibration","sand",66.0499992,60.3028503146485
"3437...15022","calibration","sand",57.7000008,73.9655163080308
"4197...15023","calibration","sand",9.6019974,17.1819924427394
"5386...15024","calibration","sand",25.1200027,30.1721537273944
"5008...15025","calibration","sand",4.13999939999999,7.93913435599435
"4644...15026","calibration","sand",44.5600014,39.575007992054
"4213...15027","calibration","sand",9.1600037,15.6423170597527
"3954...15028","calibration","sand",82.6299992,70.9233587075092
"8533...15029","calibration","sand",22.56,10.7726447858949
"3405...15030","calibration","sand",91.35000038,89.5939281205865
"1839...15031","calibration","sand",13,31.2890877853424
"5517...15032","calibration","sand",83.2800007,59.5685039778086
"4067...15033","calibration","sand",8.3499985,6.17455782236056
"1673...15034","calibration","sand",18,26.9784874541654
"6685...15035","calibration","sand",7.03399659999999,19.1021884590776
"8402...15036","calibration","sand",4.14,11.429853823608
"3438...15037","calibration","sand",55.7000008,54.2270524233822
"1221...15038","calibration","sand",33,30.315431933381
"5385...15039","calibration","sand",8.41999819999999,15.396733585829
"3431...15040","calibration","sand",46.0499992,58.5934461194994
"4638...15041","calibration","sand",43.5600014,57.4114218299621
"3392...15042","calibration","sand",51.1199989,44.8994108444498
"6027...15043","calibration","sand",48.4700012,49.3378360488234
"4747...15044","calibration","sand",5.13999939999999,6.23392862083457
"4493...15045","calibration","sand",71.7000008,16.4734845103615
"977...15046","calibration","sand",22,28.3528911504692
"4558...15047","calibration","sand",4.2799988,13.4949906553641
"4596...15048","calibration","sand",25.4899979,26.4887460037528
"4058...15049","calibration","sand",4.2099991,1.802255934259
"1267...15050","calibration","sand",7,1.27651564297287
"4310...15051","calibration","sand",12.4199982,17.6060240605995
"4733...15052","calibration","sand",25.6999969,18.4205449871526
"4016...15053","calibration","sand",66.7000008,54.3722468284747
"5509...15054","calibration","sand",92.07000017,63.5007969322558
"1581...15055","calibration","sand",38,47.7285347225805
"5924...15056","calibration","sand",22.6999969,35.3977275636393
"6407...15057","calibration","sand",10.4899979,14.3234906278789
"4834...15058","calibration","sand",9.2099991,-1.36751555845974
"4075...15059","calibration","sand",18.6999969,6.80838175159985
"7553...15060","calibration","sand",72.2800007,60.509650160944
"8346...15061","calibration","sand",36.33,44.3668358413539
"4963...15062","calibration","sand",83.2800007,59.4373035653568
"3391...15063","calibration","sand",58.4000015,46.112401486288
"8192...15064","calibration","sand",6.28,8.43903682440045
"3575...15065","calibration","sand",20.3499985,30.1898062109962
"4780...15066","calibration","sand",14.1399994,14.2328740062436
"3968...15067","calibration","sand",22.9800034,12.5426727063703
"4595...15068","calibration","sand",22.4899979,19.4529376132783
"7791...15069","calibration","sand",73.3500004,46.0788734392896
"7923...15070","calibration","sand",41.68,43.3702899207504
"7937...15071","calibration","sand",24.1200027,34.3848412499414
"3439...15072","calibration","sand",59.9099998,54.3580618920032
"8229...15073","calibration","sand",42.56,52.1569181260428
"3423...15074","calibration","sand",36.7700005,37.8657943592867
"6933...15075","calibration","sand",5.68699650000001,8.86828889218675
"4434...15076","calibration","sand",7.41999819999999,15.8930034521787
"4833...15077","calibration","sand",10.2799988,1.87222916838676
"5396...15078","calibration","sand",29.4700012,36.2802329127172
"4597...15079","calibration","sand",41.6300011,39.8114911120508
"3889...15080","calibration","sand",5.2099991,20.7301327236703
"999...15081","calibration","sand",89,77.373328732858
"4835...15082","calibration","sand",11.3499985,7.38676932450599
"7878...15083","calibration","sand",79.4899998,50.7991850325656
"5952...15084","calibration","sand",28.2099991,32.6959174261883
"1746...15085","calibration","sand",90,75.1679654297324
"268...15086","calibration","sand",66,64.0714909584663
"8333...15087","calibration","sand",29.68,36.1412251938917
"7816...15088","calibration","sand",96.21000004,75.9248624732272
"8489...15089","calibration","sand",52.6300011,29.1603992875901
"1945...15090","calibration","sand",40,40.0672717635562
"2125...15091","calibration","sand",22,28.8936480021836
"6490...15092","calibration","sand",19.5599976,15.8570939461111
"3788...15093","calibration","sand",11.5599976,9.07063718039407
"1315...15094","calibration","sand",10,21.3557602224604
"5737...15095","calibration","sand",8.2799988,9.31049691136703
"7661...15096","calibration","sand",4.21,14.6576372576043
"965...15097","calibration","sand",24,23.3803433691087
"3996...15098","calibration","sand",18.9100037,19.7332243063965
"1413...15099","calibration","sand",64,79.1413524753276
"5939...15100","calibration","sand",15.6299973,18.0101601571583
"8545...15101","calibration","sand",5.3499985,0.291382702822197
"4815...15102","calibration","sand",15.5599976,5.79555936766216
"2113...15103","calibration","sand",19,19.8134934975308
"4637...15104","calibration","sand",14.6299973,37.4984814995353
"5508...15105","calibration","sand",88.1400003,73.0198892210687
"5384...15106","calibration","sand",5.2799988,17.8745540274094
"2292...15107","calibration","sand",24,26.8102111185633
"4590...15108","calibration","sand",20.5599976,25.9540842875233
"4972...15109","calibration","sand",10.4899979,0.526762851735135
"8313...15110","calibration","sand",48.47,44.514120094072
"1255...15111","calibration","sand",12,10.3960044969307
"4236...15112","calibration","sand",3.13999939999999,20.1909641204784
"3926...15113","calibration","sand",9.3499985,11.2254002651859
"6172...15114","calibration","sand",30.4899979,24.2868396695876
"6114...15115","calibration","sand",93.42000008,70.677662190389
"4297...15116","calibration","sand",66.7000008,76.2961760776605
"4981...15117","calibration","sand",5.13999939999999,2.12134174237188
"3617...15118","calibration","sand",9.13999939999999,69.9094472197507
"5007...15119","calibration","sand",6.2099991,5.87895794293453
"5731...15120","calibration","sand",8.2799988,6.16409544608193
"7854...15121","calibration","sand",12.49,13.1927965816142
"7672...15122","calibration","sand",17.05,37.9009434587089
"1001...15123","calibration","sand",29,32.1456111749638
"1893...15124","calibration","sand",83,70.2649804624746
"1981...15125","calibration","sand",42,32.6512051594382
"5652...15126","calibration","sand",26.5599976,25.8231018593932
"4122...15127","calibration","sand",29.4199982,10.2333859984848
"8321...15128","calibration","sand",40.19,38.1521881165958
"2154...15129","calibration","sand",19,24.8337258373773
"6403...15130","calibration","sand",92.21000004,69.9301812062133
"3931...15131","calibration","sand",16.6999969,23.2509695344575
"1161...15132","calibration","sand",11,18.5431781195385
"6491...15133","calibration","sand",30.8399963,25.1386700142649
"3806...15134","calibration","sand",35.9100037,34.8036325957764
"3420...15135","calibration","sand",51.7700005,51.3248647994974
"8261...15136","calibration","sand",20.7,26.3242837809583
"4080...15137","calibration","sand",32.6999969,19.5161810396318
"4330...15138","calibration","sand",76.3500004,62.4290504109571
"6922...15139","calibration","sand",92.53599977,85.1980577500774
"3634...15140","calibration","sand",30.4899979,37.3657731062225
"5412...15141","calibration","sand",53.5600014,49.2041070417356
"4594...15142","calibration","sand",19.4199982,17.820589873569
"3922...15143","calibration","sand",85.6999998,74.7061837965114
"6682...15144","calibration","sand",15.0800018,19.7722940893085
"4568...15145","calibration","sand",8.41999819999999,9.47880074581243
"5402...15146","calibration","sand",19.5599976,23.3084300460308
"6169...15147","calibration","sand",18.0699997,30.0133261594832
"4012...15148","calibration","sand",91.21000004,64.1050820864478
"3698...15149","calibration","sand",27.5599976,24.3195966474741
"3907...15150","calibration","sand",36.7700005,49.12645087124
"4032...15151","calibration","sand",22.6999969,24.1011354054725
"1983...15152","calibration","sand",44,40.135255401898
"7980...15153","calibration","sand",51.47,61.4284709874118
"3432...15154","calibration","sand",10.2799988,8.8518873598556
"6739...15155","calibration","sand",39.0019989,36.3765247652908
"7942...15156","calibration","sand",91.69999981,72.7719284601871
"7675...15157","calibration","sand",32.75,50.8178807917823
"913...15158","calibration","sand",3,-0.56622127780151
"6681...15159","calibration","sand",15.5080032,12.6486261402309
"3797...15160","calibration","sand",19.7699966,20.2934028691454
"3616...15161","calibration","sand",41.4199982,59.4106022410957
"6547...15162","calibration","sand",13.4899979,29.5491836565588
"3946...15163","calibration","sand",35.6100006,44.825180861407
"6474...15164","calibration","sand",1.0699997,-0.167725769161954
"7651...15165","calibration","sand",71.4200001,61.4814217119581
"8483...15166","calibration","sand",36.1399994,38.1957749207232
"997...15167","calibration","sand",86,78.7951915725599
"4786...15168","calibration","sand",18.2099991,17.6210596757128
"8482...15169","calibration","sand",27.1399994,30.8765481157369
"6684...15170","calibration","sand",6.0780029,10.9007943954776
"7926...15171","calibration","sand",48.03,45.7376117175324
"8357...15172","calibration","sand",30.84,34.1147804676619
"5643...15173","calibration","sand",75.4200001,64.7282377938687
"5467...15174","calibration","sand",4.2099991,7.11264272292019
"4785...15175","calibration","sand",8.13999939999999,19.1833948157663
"8215...15176","calibration","sand",85.35,61.864897221668
"3908...15177","calibration","sand",45.7700005,38.9540365548578
"5866...15178","calibration","sand",20.7699966,16.4527744617566
"7782...15179","calibration","sand",50.9099998,38.9934691211381
"6422...15180","calibration","sand",8.5599976,22.3317310348853
"8198...15181","calibration","sand",17.35,24.2779494617995
"5755...15182","calibration","sand",1.0699997,1.04754975284518
"7855...15183","calibration","sand",9.42,14.9183408756002
"6355...15184","calibration","sand",20.8399963,13.813239694327
"935...15185","calibration","sand",24,32.3462062164976
"1385...15186","calibration","sand",14,28.9781233643802
"4359...15187","calibration","sand",28.6999969,24.4000223965037
"6085...15188","calibration","sand",51.3300018,38.2340296364585
