,lower,upper,pred,obs,type,variable
2973,0.11676848,0.9338777,0.4085546,0.22, Calibration,carbon
2974,1.5975425,3.505934,2.5517383,2.6148317, Calibration,carbon
2975,2.4662588,5.3021545,3.8842065,4.7, Calibration,carbon
2976,0.8493958,2.1522896,1.5008427,1.1309246, Calibration,carbon
2977,0.14144668,0.91159594,0.38507465,0.2, Calibration,carbon
2978,3.5060956,7.577342,5.541719,7.5, Calibration,carbon
2979,16.190557,36.394203,26.29238,33.0, Calibration,carbon
2980,1.8172829,3.944165,2.880724,3.1, Calibration,carbon
2981,0.1630956,0.89169323,0.36429882,0.32, Calibration,carbon
2982,0.03713703,1.0106772,0.4867701,0.5, Calibration,carbon
2983,0.19527271,0.8622266,0.33347693,0.2, Calibration,carbon
2984,1.6829653,3.6739502,2.6784577,2.735, Calibration,carbon
2985,6.8180203,15.022324,10.920172,12.2, Calibration,carbon
2986,0.034299314,1.014097,0.4898988,0.44, Calibration,carbon
2987,1.3695064,3.0643158,2.216911,2.33, Calibration,carbon
2988,0.107926846,0.9426993,0.41738623,0.3, Calibration,carbon
2989,1.420115,3.1607985,2.2904568,2.48, Calibration,carbon
2990,1.296592,2.9281557,2.1123738,2.3, Calibration,carbon
2991,1.015333,2.4268737,1.7211034,1.7, Calibration,carbon
2992,0.34471118,1.4362305,0.89047086,0.7, Calibration,carbon
2993,0.10425338,0.9459059,0.4208263,0.15, Calibration,carbon
2994,0.57628495,1.7403743,1.1583296,0.7, Calibration,carbon
2995,0.2274177,1.2976797,0.7625487,0.77, Calibration,carbon
2996,2.297275,4.938856,3.6180656,3.6, Calibration,carbon
2997,0.76558715,2.0197966,1.3926919,1.6, Calibration,carbon
2998,2.1049204,4.536201,3.3205607,3.2, Calibration,carbon
2999,1.6344751,3.578937,2.6067061,3.2, Calibration,carbon
3000,0.025538594,1.0223162,0.4983888,0.6193144, Calibration,carbon
3001,0.22978258,0.83139384,0.30080563,0.5, Calibration,carbon
3002,1.0735362,2.5260844,1.7998103,1.8, Calibration,carbon
3003,0.25138772,1.3227755,0.7870816,0.77, Calibration,carbon
3004,4.592473,10.002782,7.2976274,9.8, Calibration,carbon
3005,0.47716975,1.6043124,1.0407411,0.6, Calibration,carbon
3006,3.35148,7.231272,5.291376,6.3, Calibration,carbon
3007,0.058832347,1.1099536,0.58439296,0.5, Calibration,carbon
3008,0.06979799,1.1217574,0.5957777,0.5, Calibration,carbon
3009,0.058626175,0.99050534,0.46593958,0.3, Calibration,carbon
3010,0.21738005,1.2843221,0.7508511,0.7, Calibration,carbon
3011,1.1013103,2.5752263,1.8382683,2.021, Calibration,carbon
3012,0.2800243,1.3585633,0.8192938,1.1, Calibration,carbon
3013,0.14498919,0.9075474,0.3812791,0.3, Calibration,carbon
3014,2.1895208,4.714361,3.451941,4.343113, Calibration,carbon
3015,0.30021125,1.3805766,0.8403939,0.7, Calibration,carbon
3016,1.7121472,3.7321048,2.722126,2.9, Calibration,carbon
3017,0.006956458,1.041375,0.5172093,0.6, Calibration,carbon
3018,1.4562,3.2297473,2.3429737,2.57, Calibration,carbon
3019,0.069654584,1.1214875,0.59557104,0.48, Calibration,carbon
3020,0.17082873,0.8840717,0.35662147,0.2, Calibration,carbon
3021,0.48445487,1.6159725,1.0502137,1.3, Calibration,carbon
3022,0.49754733,1.6326225,1.0650849,0.8, Calibration,carbon
3023,2.0485163,4.4183607,3.2334385,3.31, Calibration,carbon
3024,0.10066402,0.9491241,0.42423004,0.3, Calibration,carbon
3025,0.76570624,2.0204368,1.3930715,1.39, Calibration,carbon
3026,0.012875915,1.0619729,0.5374244,0.6, Calibration,carbon
3027,0.83204913,2.1251235,1.4785863,1.4, Calibration,carbon
3028,0.70686406,1.9297049,1.3182845,1.2509514, Calibration,carbon
3029,2.743794,5.8961387,4.3199663,4.0, Calibration,carbon
3030,0.15526822,0.8990159,0.37187383,0.2, Calibration,carbon
3031,0.46588385,1.5902647,1.0280743,1.11, Calibration,carbon
