,lower,upper,pred,obs,type,variable
1211,7.7012777,27.126259,17.413769,9.0, Calibration,clay
1212,17.225273,45.08923,31.157251,21.0, Calibration,clay
1213,3.3273473,14.537329,8.932338,7.0, Calibration,clay
1214,3.2762675,14.815199,9.045733,5.0, Calibration,clay
1215,13.960717,38.398193,26.179455,25.0, Calibration,clay
1216,9.887015,30.27517,20.081093,16.0, Calibration,clay
1217,12.694502,35.701065,24.197783,19.02, Calibration,clay
1218,6.208352,22.637318,14.422834,14.0, Calibration,clay
1219,8.402732,27.167767,17.78525,16.0, Calibration,clay
1220,11.69756,34.71655,23.207054,20.0, Calibration,clay
1221,12.203801,34.89792,23.55086,24.0, Calibration,clay
1222,0.48404098,5.8301725,3.1571066,2.0, Calibration,clay
1223,16.443539,42.338753,29.391146,24.0, Calibration,clay
1224,17.52369,45.49883,31.51126,29.57, Calibration,clay
1225,4.466734,18.81526,11.640997,5.0, Calibration,clay
1226,4.9742436,20.315754,12.644999,14.0, Calibration,clay
1227,2.01789,11.201412,6.609651,9.0, Calibration,clay
1228,20.990847,49.75004,35.37044,31.86, Calibration,clay
1229,5.5152273,21.531994,13.523611,15.0, Calibration,clay
1230,1.6316667,9.201811,5.4167385,2.0, Calibration,clay
1231,12.927304,36.83412,24.880713,23.0, Calibration,clay
1232,9.315897,29.772882,19.54439,18.0, Calibration,clay
1233,54.034264,83.87438,68.95432,82.0, Calibration,clay
1234,22.1562,50.624805,36.390503,34.0, Calibration,clay
1235,5.956131,22.090729,14.02343,9.01, Calibration,clay
1236,0.8103912,8.114399,4.462395,2.0, Calibration,clay
1237,15.589201,41.37564,28.48242,27.62, Calibration,clay
1238,5.8144565,21.289198,13.551827,19.0, Calibration,clay
1239,21.752216,50.944492,36.348354,35.17, Calibration,clay
1240,3.7779217,16.070042,9.923982,15.0, Calibration,clay
1241,7.784466,28.68224,18.233353,18.0, Calibration,clay
1242,11.5185375,33.646133,22.582335,23.0, Calibration,clay
1243,2.2132316,11.670515,6.9418736,2.17, Calibration,clay
1244,7.756563,25.344065,16.550314,20.0, Calibration,clay
1245,3.3861775,14.686474,9.036325,18.51, Calibration,clay
1246,5.865006,21.280441,13.572723,12.0, Calibration,clay
1247,6.7351665,23.766855,15.251011,16.71, Calibration,clay
1248,11.395767,33.29117,22.343468,25.42, Calibration,clay
1249,6.4035454,22.992947,14.698246,15.0, Calibration,clay
1250,16.035992,42.185127,29.11056,23.0, Calibration,clay
1251,7.8239403,31.1791,19.50152,10.0, Calibration,clay
1252,9.817279,30.633556,20.225418,19.0, Calibration,clay
1253,44.902584,76.35657,60.629574,56.15, Calibration,clay
1254,3.5741901,15.299784,9.436987,5.0, Calibration,clay
1255,1.4799604,9.519329,5.4996448,4.47, Calibration,clay
1256,21.502594,50.652565,36.07758,31.0, Calibration,clay
1257,0.6487043,5.948311,3.2985075,1.0, Calibration,clay
1258,9.800893,30.1092,19.955046,19.0, Calibration,clay
1259,56.12589,84.60462,70.36526,75.0, Calibration,clay
1260,6.781451,24.113361,15.447406,17.24, Calibration,clay
1261,16.747116,43.8484,30.297758,30.0, Calibration,clay
1262,12.151416,34.78932,23.47037,18.0, Calibration,clay
1263,16.024998,42.048126,29.036562,31.0, Calibration,clay
1264,21.576763,51.058765,36.317764,29.0, Calibration,clay
1265,16.435278,43.290504,29.862892,29.0, Calibration,clay
1266,20.425007,48.985996,34.7055,25.63, Calibration,clay
1267,11.09092,33.202324,22.146622,21.0, Calibration,clay
1268,32.17585,64.53551,48.35568,46.0, Calibration,clay
1269,13.188633,37.329567,25.2591,27.0, Calibration,clay
1270,14.012437,38.43752,26.224977,25.19, Calibration,clay
1271,23.425737,54.82522,39.125477,36.0, Calibration,clay
1272,9.230559,30.20369,19.717125,25.0, Calibration,clay
1273,10.69793,32.746574,21.722252,18.79, Calibration,clay
1274,4.0391173,17.605963,10.82254,4.0, Calibration,clay
1275,10.53124,32.125893,21.328568,22.0, Calibration,clay
1276,15.7387705,40.889107,28.313938,24.0, Calibration,clay
1277,8.804542,28.643188,18.723866,29.0, Calibration,clay
1278,23.835398,54.301437,39.068417,45.0, Calibration,clay
1279,15.0890875,40.31324,27.701164,15.0, Calibration,clay
1280,6.0449896,22.347347,14.196168,12.0, Calibration,clay
1281,19.002573,47.3993,33.200935,29.0, Calibration,clay
