"","type","variable","obs","pred","lower","upper"
"22047","Calibration","P retention",31,47.6730777714945,42.3107928707631,50.4470921791067
"22048","Calibration","P retention",18,24.1820752572402,22.5862368647896,26.8474836698249
"22049","Calibration","P retention",55,59.7223259689338,56.4209079220607,62.4956994014242
"22050","Calibration","P retention",9,10.6607208078531,9.50951717173,11.9376084425391
"22051","Calibration","P retention",81,59.9554693229071,55.8961908421943,64.0296264823864
"22052","Calibration","P retention",99,102.346332202489,97.9580820034227,106.517724514982
"22053","Calibration","P retention",70,51.3442148960412,45.1119137010603,59.4456204005414
"22054","Calibration","P retention",4,1.97800438372799,0.0932508639013521,4.60383486818313
"22055","Calibration","P retention",44,28.4947524925727,25.9417947736366,30.1507936279685
"22056","Calibration","P retention",67,42.7041672735701,40.6977480906461,45.86099602897
"22057","Calibration","P retention",97,95.3490853431198,93.2208172010576,95.9915602768007
"22058","Calibration","P retention",99,24.8294539948011,22.2849437432241,27.788269621819
"22059","Calibration","P retention",20,19.5034348595994,17.8183921564576,20.9590229546553
"22060","Calibration","P retention",55,58.3496947394251,55.252793640975,61.4689597391578
"22061","Calibration","P retention",13,13.9613920930761,11.97035364841,15.9935064608084
"22062","Calibration","P retention",64,60.7393825376539,55.5403207903289,63.0657526862935
"22063","Calibration","P retention",29,34.1462211723653,32.5786226969719,35.6744231780729
"22064","Calibration","P retention",99,102.416414926632,98.719406620412,104.620683754954
"22065","Calibration","P retention",99,102.25085311327,98.5824216877719,105.255028098671
"22066","Calibration","P retention",0.01,-7.81539886957815,-9.67896432936978,-6.68406494356218
"22067","Calibration","P retention",99,106.303683731954,103.728852445232,109.22684957452
"22068","Calibration","P retention",99,104.093127215413,101.40262820093,105.143479346821
"22069","Calibration","P retention",99,103.989339645405,99.8078315224783,107.701498868046
"22070","Calibration","P retention",16,15.4627326666715,14.5799985582174,17.4254705008106
"22071","Calibration","P retention",97,85.4149777060035,80.9363346607025,87.4609354965231
"22072","Calibration","P retention",8,4.31211142319165,3.05098784994077,5.26959538367668
"22073","Calibration","P retention",7,8.95912905424577,5.81284574136568,9.81134274691413
"22074","Calibration","P retention",98,88.5866892396901,86.6266784285438,91.4226112265247
"22075","Calibration","P retention",19,26.1197468666027,22.39023858722,28.7940579286586
"22076","Calibration","P retention",78,64.4961201880025,59.7668147035903,68.2428156937108
"22077","Calibration","P retention",75,58.7707909674643,55.0253348407753,65.5727021776119
"22078","Calibration","P retention",81,82.297570017226,81.2300800258813,84.8659842737299
"22079","Calibration","P retention",99,110.097985574195,106.752777594702,111.822322530706
"22080","Calibration","P retention",5,15.1761532480963,12.3204903383661,18.4252030248916
"22081","Calibration","P retention",76,78.3572006838063,73.4885972643135,81.0671569673382
"22082","Calibration","P retention",8,5.46257206725752,3.922609821814,6.74240985110361
"22083","Calibration","P retention",9,11.6277296159977,9.93038994102733,12.9244437152914
"22084","Calibration","P retention",99,92.7831976631305,92.0480700737397,93.853593031097
"22085","Calibration","P retention",81,70.8343611755307,69.1880658190371,73.013207908814
"22086","Calibration","P retention",96,97.1831503187025,95.1054990739628,98.6391683335111
"22087","Calibration","P retention",0.01,-7.16692786682718,-8.93974005701651,-5.29121130209593
"22088","Calibration","P retention",76,82.5237909499641,77.1275264942672,86.2303772202832
"22089","Calibration","P retention",64,70.357865847902,64.9752483089223,72.8560742151293
"22090","Calibration","P retention",98,95.9269676968,93.6046590104181,99.3735624552899
